near-normal,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
71.1,d_19970801,28.9,11.6,0,0,0,0,0,0,0,0,0
10.7,d_19970901,89.2,67.8,0,0,0,0,0,0,0,0,0
0,d_19971001,100,100,100,92.7,88.5,0,0,0,0,0,0
0,d_19971101,100,92.7,11.5,0,0,0,0,0,0,0,0
0.6,d_19971201,0,0,0,0,0,0,99.4,83.9,0,0,0
0.1,d_19980101,0,0,0,0,0,0,99.9,83.8,0,0,0
0,d_19980201,0,0,0,0,0,0,100,100,100,99.9,98.8
0,d_19980301,0,0,0,0,0,0,100,100,100,99.9,98.7
0,d_19980401,0,0,0,0,0,0,100,100,100,100,98.7
0,d_19980501,0,0,0,0,0,0,100,100,100,100,99.9
0,d_19980601,0,0,0,0,0,0,100,100,100,100,99.9
0,d_19980701,0,0,0,0,0,0,100,100,100,100,99.9
0,d_19980801,0,0,0,0,0,0,100,100,100,100,98.7
0,d_19980901,0,0,0,0,0,0,100,100,100,100,80.3
0,d_19981001,0,0,0,0,0,0,100,100,100,100,99.9
0,d_19981101,0,0,0,0,0,0,99.9,64.1,18.2,7,0
80.4,d_19981201,0,0,0,0,0,0,19.6,12,0,0,0
75,d_19990101,10.4,0,0,0,0,0,14.6,4.1,0,0,0
16.3,d_19990201,83.8,78.4,44.3,2.2,0,0,0,0,0,0,0
15.9,d_19990301,84.1,78.3,15,0,0,0,0,0,0,0,0
22,d_19990401,77.7,46.7,0,0,0,0,0.4,0,0,0,0
20.7,d_19990501,79.1,66.8,0,0,0,0,0.2,0,0,0,0
20.5,d_19990601,79.5,63.3,0,0,0,0,0,0,0,0,0
22.2,d_19990701,77.6,30,0,0,0,0,0.2,0,0,0,0
23.8,d_19990801,76.1,7.6,0,0,0,0,0,0,0,0,0
96.6,d_19990901,3,0,0,0,0,0,0.4,0,0,0,0
99.3,d_19991001,0.7,0,0,0,0,0,0,0,0,0,0
100,d_19991101,0,0,0,0,0,0,0,0,0,0,0
26.1,d_19991201,73.9,21.4,0,0,0,0,0,0,0,0,0
0,d_20000101,99.9,99.9,75,18.4,0,0,0,0,0,0,0
95.3,d_20000201,4.7,0,0,0,0,0,0,0,0,0,0
90.2,d_20000301,9.8,0,0,0,0,0,0,0,0,0,0
99.6,d_20000401,0.4,0,0,0,0,0,0,0,0,0,0
98.6,d_20000501,1.4,0,0,0,0,0,0,0,0,0,0
99.2,d_20000601,0.8,0,0,0,0,0,0,0,0,0,0
100,d_20000701,0,0,0,0,0,0,0,0,0,0,0
100,d_20000801,0,0,0,0,0,0,0,0,0,0,0
43.3,d_20000901,0,0,0,0,0,0,56.7,0,0,0,0
0,d_20001001,0,0,0,0,0,0,100,85.4,0.5,0,0
100,d_20001101,0,0,0,0,0,0,0,0,0,0,0
41,d_20001201,59,22.3,0,0,0,0,0,0,0,0,0
99.2,d_20010101,0.8,0,0,0,0,0,0,0,0,0,0
69,d_20010201,0,0,0,0,0,0,31,0.8,0,0,0
26.4,d_20010301,0,0,0,0,0,0,73.6,1.2,0,0,0
26.3,d_20010401,0,0,0,0,0,0,73.7,1.8,0,0,0
33.4,d_20010501,0,0,0,0,0,0,66.6,0.6,0,0,0
31.9,d_20010601,0,0,0,0,0,0,68.1,1,0,0,0
50,d_20010701,0,0,0,0,0,0,50.1,0.3,0,0,0
12.8,d_20010801,0,0,0,0,0,0,87.2,3.6,0,0,0
0,d_20010901,0,0,0,0,0,0,100,88.9,0.3,0,0
10,d_20011001,0,0,0,0,0,0,90,71.5,0,0,0
25.8,d_20011101,0,0,0,0,0,0,74.2,41.8,1.4,0,0
100,d_20011201,0,0,0,0,0,0,0,0,0,0,0
42.4,d_20020101,57.6,8,0,0,0,0,0,0,0,0,0
0,d_20020201,100,99.8,12.7,1.9,0,0,0,0,0,0,0
0,d_20020301,100,100,99.4,24,0.8,0,0,0,0,0,0
0,d_20020401,100,100,100,79.3,10.2,0,0,0,0,0,0
0,d_20020501,100,100,100,97.1,12.2,0,0,0,0,0,0
0,d_20020601,99.9,99.9,99.9,92.7,10.2,0,0,0,0,0,0
0,d_20020701,99.9,99.9,99.9,90.7,9.4,0,0,0,0,0,0
0,d_20020801,100,100,100,100,98.1,0,0,0,0,0,0
0,d_20020901,100,100,100,100,98.2,0,0,0,0,0,0
0,d_20021001,100,100,100,100,99,0,0,0,0,0,0
38.3,d_20021101,61.7,33.2,9.5,4.8,0,0,0,0,0,0,0
38.7,d_20021201,6.5,0,0,0,0,0,54.8,10.6,0,0,0
87.2,d_20030101,12.8,9.4,0,0,0,0,0,0,0,0,0
96.9,d_20030201,0,0,0,0,0,0,3.1,0,0,0,0
98,d_20030301,0,0,0,0,0,0,2,0,0,0,0
91.3,d_20030401,0,0,0,0,0,0,8.7,0,0,0,0
67.6,d_20030501,0,0,0,0,0,0,32.4,1.3,0,0,0
61,d_20030601,0,0,0,0,0,0,39,1.7,0,0,0
18,d_20030701,0,0,0,0,0,0,82,8,0,0,0
85.6,d_20030801,0,0,0,0,0,0,14.4,0,0,0,0
86.3,d_20030901,0,0,0,0,0,0,13.7,0,0,0,0
11.8,d_20031001,0,0,0,0,0,0,88.2,35.9,0,0,0
57.6,d_20031101,0,0,0,0,0,0,42.5,0.5,0,0,0
83.5,d_20031201,0,0,0,0,0,0,16.5,0,0,0,0
20.9,d_20040101,79.1,16,0,0,0,0,0,0,0,0,0
89,d_20040201,11,0,0,0,0,0,0,0,0,0,0
4.1,d_20040301,95.9,15.7,0,0,0,0,0,0,0,0,0
0,d_20040401,100,54.7,0,0,0,0,0,0,0,0,0
0,d_20040501,100,87.6,0,0,0,0,0,0,0,0,0
0,d_20040601,100,76.8,0,0,0,0,0,0,0,0,0
0,d_20040701,100,55.6,0,0,0,0,0,0,0,0,0
0,d_20040801,100,36.7,0,0,0,0,0,0,0,0,0
4.2,d_20040901,95.7,6.3,0,0,0,0,0,0,0,0,0
72.9,d_20041001,0,0,0,0,0,0,27.1,0,0,0,0
52.6,d_20041101,47.4,9.3,0,0,0,0,0,0,0,0,0
0.1,d_20041201,0,0,0,0,0,0,99.9,98.4,73.4,14.4,0
0,d_20050101,0,0,0,0,0,0,100,100,100,98.6,78
0,d_20050201,0,0,0,0,0,0,99.9,99.9,99.8,98.6,96.7
0,d_20050301,0,0,0,0,0,0,100,100,98.6,97,90
0,d_20050401,0,0,0,0,0,0,100,100,98,96.8,90.5
0,d_20050501,0,0,0,0,0,0,100,100,98.6,97.4,94.7
0,d_20050601,0,0,0,0,0,0,100,100,98.7,97.7,94.7
0,d_20050701,0,0,0,0,0,0,100,99.6,97.6,95.6,53
0,d_20050801,0,0,0,0,0,0,100,99.9,98,96.4,71.5
0,d_20050901,0,0,0,0,0,0,100,98.6,95.2,70.4,0.7
2.6,d_20051001,0,0,0,0,0,0,97.4,85.5,27.2,9.1,0.4
86.1,d_20051101,0,0,0,0,0,0,13.9,9.6,0,0,0
82.5,d_20051201,5.3,0,0,0,0,0,12.2,7.2,0,0,0
93.3,d_20060101,6.7,0,0,0,0,0,0,0,0,0,0
70,d_20060201,29.9,0.7,0,0,0,0,0,0,0,0,0
85.1,d_20060301,14.9,0.7,0,0,0,0,0,0,0,0,0
86.2,d_20060401,0,0,0,0,0,0,13.8,0,0,0,0
84.1,d_20060501,0,0,0,0,0,0,15.9,0,0,0,0
84.5,d_20060601,0,0,0,0,0,0,15.5,0,0,0,0
88.9,d_20060701,0,0,0,0,0,0,11.1,0,0,0,0
84.6,d_20060801,0,0,0,0,0,0,15.4,0,0,0,0
67.2,d_20060901,0,0,0,0,0,0,32.8,8.6,0,0,0
37,d_20061001,0,0,0,0,0,0,63,7.9,0,0,0
30.2,d_20061101,0,0,0,0,0,0,69.8,23.8,0,0,0
96.6,d_20061201,0,0,0,0,0,0,3.4,0,0,0,0
0,d_20070101,100,81.7,15.4,2,0,0,0,0,0,0,0
0,d_20070201,100,100,83.8,31.1,0.5,0,0,0,0,0,0
0,d_20070301,100,100,96.3,87.1,40.7,0,0,0,0,0,0
0,d_20070401,99.9,99.9,98.6,88.1,41.8,0,0,0,0,0,0
0,d_20070501,100,100,100,89.1,57.2,0,0,0,0,0,0
0,d_20070601,100,100,100,88.3,49.9,0,0,0,0,0,0
0,d_20070701,99.9,99.9,96.6,88.3,44,0,0,0,0,0,0
0,d_20070801,100,100,88.4,53.3,7.4,0,0,0,0,0,0
0,d_20070901,100,100,22.2,0.2,0,0,0,0,0,0,0
0,d_20071001,100,95.6,24.7,4.1,0,0,0,0,0,0,0
0,d_20071101,100,100,91.1,76,25.4,0,0,0,0,0,0
4.1,d_20071201,95.9,70,0.8,0,0,0,0,0,0,0,0
40.2,d_20080101,0,0,0,0,0,0,59.8,25.8,0,0,0
78.7,d_20080201,0,0,0,0,0,0,21.3,1.5,0,0,0
76.4,d_20080301,23.6,2.6,0,0,0,0,0,0,0,0,0
55.8,d_20080401,44.2,14.6,0,0,0,0,0,0,0,0,0
51,d_20080501,49,19.7,0,0,0,0,0,0,0,0,0
42.1,d_20080601,57.9,22.8,0.3,0,0,0,0,0,0,0,0
49.2,d_20080701,50.8,16.8,0,0,0,0,0,0,0,0,0
75.9,d_20080801,24.1,1.9,0,0,0,0,0,0,0,0,0
92.5,d_20080901,7.5,1,0,0,0,0,0,0,0,0,0
0,d_20081001,100,100,100,85,14.3,0,0,0,0,0,0
0,d_20081101,100,89.9,66.4,40,2.3,0,0,0,0,0,0
67.7,d_20081201,29.6,1,0,0,0,0,2.8,0,0,0,0
29.8,d_20090101,70.1,26.7,0,0,0,0,0,0,0,0,0
98.4,d_20090201,1.6,0.2,0,0,0,0,0,0,0,0,0
25.8,d_20090301,74.2,4.6,0,0,0,0,0,0,0,0,0
12.8,d_20090401,87.2,57.6,1,0,0,0,0,0,0,0,0
8.2,d_20090501,91.7,68.3,1,0.2,0,0,0,0,0,0,0
12.2,d_20090601,87.7,62.3,1,0,0,0,0,0,0,0,0
17.4,d_20090701,82.5,48.9,1,0,0,0,0,0,0,0,0
0,d_20090801,100,77.9,0.2,0,0,0,0,0,0,0,0
0,d_20090901,99.9,69.8,1,0.5,0,0,0,0,0,0,0
95.8,d_20091001,4.2,0,0,0,0,0,0,0,0,0,0
0,d_20091101,100,99.6,56.9,24.5,1.4,0,0,0,0,0,0
83.2,d_20091201,16.8,0.8,0,0,0,0,0,0,0,0,0
27.6,d_20100101,0,0,0,0,0,0,72.4,6.1,0,0,0
21.3,d_20100201,0,0,0,0,0,0,78.7,6.5,0,0,0
98.4,d_20100301,0,0,0,0,0,0,1.6,0,0,0,0
90.9,d_20100401,0,0,0,0,0,0,9.1,0,0,0,0
95.6,d_20100501,0.3,0,0,0,0,0,4.1,0,0,0,0
94.5,d_20100601,0,0,0,0,0,0,5.5,0,0,0,0
99.8,d_20100701,0.2,0,0,0,0,0,0,0,0,0,0
92.3,d_20100801,0,0,0,0,0,0,7.7,0,0,0,0
98,d_20100901,0,0,0,0,0,0,2,0,0,0,0
100,d_20101001,0,0,0,0,0,0,0,0,0,0,0
99.7,d_20101101,0.3,0,0,0,0,0,0,0,0,0,0
0,d_20101201,0,0,0,0,0,0,100,100,100,100,40.3
0,d_20110101,0,0,0,0,0,0,99.9,73.7,8.9,0,0
0.4,d_20110201,0,0,0,0,0,0,99.6,36.7,0.6,0,0
0,d_20110301,0,0,0,0,0,0,100,97.2,22,0.6,0
0,d_20110401,0,0,0,0,0,0,100,55.1,6.6,0.3,0
0,d_20110501,0,0,0,0,0,0,100,59.8,9.8,0.3,0
0,d_20110601,0,0,0,0,0,0,99.9,70.8,11.9,0.6,0
0.9,d_20110701,0,0,0,0,0,0,99.1,41.2,1.8,0.3,0
0,d_20110801,0,0,0,0,0,0,100,44.8,2.8,0.3,0
99.5,d_20110901,0.5,0,0,0,0,0,0,0,0,0,0
36,d_20111001,0,0,0,0,0,0,63.9,7.7,0,0,0
6.2,d_20111101,0,0,0,0,0,0,93.8,72.9,9.3,0,0
19.8,d_20111201,80.2,21.8,0,0,0,0,0,0,0,0,0
8.4,d_20120101,91.6,39.1,0,0,0,0,0,0,0,0,0
0,d_20120201,100,100,87.5,33.3,0,0,0,0,0,0,0
0,d_20120301,100,99.9,43.8,0,0,0,0,0,0,0,0
0,d_20120401,100,88.4,0,0,0,0,0,0,0,0,0
0,d_20120501,100,93.7,0.3,0,0,0,0,0,0,0,0
0,d_20120601,100,92.1,0,0,0,0,0,0,0,0,0
0,d_20120701,100,93.7,1.2,0,0,0,0,0,0,0,0
0,d_20120801,100,100,11.8,0,0,0,0,0,0,0,0
0,d_20120901,100,21,0,0,0,0,0,0,0,0,0
47.3,d_20121001,52.7,0,0,0,0,0,0,0,0,0,0
100,d_20121101,0,0,0,0,0,0,0,0,0,0,0
99.4,d_20121201,0,0,0,0,0,0,0.6,0,0,0,0
2.2,d_20130101,97.8,32.5,1.4,0,0,0,0,0,0,0,0
0,d_20130201,99.9,99.3,44.9,2.9,0.1,0,0,0,0,0,0
0,d_20130301,100,100,96.5,25.5,1,0,0,0,0,0,0
0,d_20130401,100,100,99,89,3.9,0,0,0,0,0,0
0,d_20130501,99.9,99.9,98.9,92.3,8.3,0,0,0,0,0,0
0,d_20130601,99.9,99.9,98.9,88.2,5.2,0,0,0,0,0,0
0,d_20130701,100,100,97.9,74.2,3.6,0,0,0,0,0,0
0,d_20130801,100,100,89.5,74.6,4.1,0,0,0,0,0,0
0,d_20130901,100,100,97,80.7,6.7,0,0,0,0,0,0
0,d_20131001,99.9,99.9,99.9,86.5,14,0,0,0,0,0,0
0,d_20131101,100,100,89.6,69.4,6.4,0,0,0,0,0,0
0,d_20131201,100,100,100,89.7,53.9,0,0,0,0,0,0
0,d_20140101,100,100,100,99.7,83.8,0,0,0,0,0,0
0,d_20140201,100,100,66.6,13.2,4,0,0,0,0,0,0
0,d_20140301,100,100,78.4,7.7,2.4,0,0,0,0,0,0
0,d_20140401,100,100,99.3,34.8,3,0,0,0,0,0,0
0,d_20140501,100,100,100,58.6,5.1,0,0,0,0,0,0
0,d_20140601,100,100,100,46.8,3.5,0,0,0,0,0,0
0,d_20140701,100,100,98.5,29.7,2.6,0,0,0,0,0,0
0,d_20140801,100,100,52.2,5.1,1.4,0,0,0,0,0,0
0,d_20140901,99.9,57.3,2.3,0.3,0,0,0,0,0,0,0
90.3,d_20141001,9.7,3,0,0,0,0,0,0,0,0,0
0,d_20141101,100,94.4,26.9,3.5,0.5,0,0,0,0,0,0
84.7,d_20141201,0,0,0,0,0,0,15.4,3.1,0,0,0
100,d_20150101,0,0,0,0,0,0,0,0,0,0,0
52.8,d_20150201,47.2,0,0,0,0,0,0,0,0,0,0
4.1,d_20150301,95.9,51.3,0,0,0,0,0,0,0,0,0
0,d_20150401,100,76.5,2.3,0,0,0,0,0,0,0,0
0,d_20150501,100,78.7,5.1,0,0,0,0,0,0,0,0
1.2,d_20150601,98.7,68.3,0,0,0,0,0,0,0,0,0
10.1,d_20150701,89.9,61.1,0,0,0,0,0,0,0,0,0
23.3,d_20150801,76.7,22,0,0,0,0,0,0,0,0,0
0,d_20150901,100,100,31,4,0,0,0,0,0,0,0
0,d_20151001,100,100,37.5,0.8,0,0,0,0,0,0,0
0,d_20151101,100,96.1,64.1,35.1,0,0,0,0,0,0,0
9.6,d_20151201,90.4,85.3,59.1,21,0,0,0,0,0,0,0
63.7,d_20160101,36.3,0,0,0,0,0,0,0,0,0,0
11.4,d_20160201,88.6,71.1,0,0,0,0,0,0,0,0,0
7.1,d_20160301,93,74.4,0,0,0,0,0,0,0,0,0
0,d_20160401,99.9,84.3,2.1,0,0,0,0,0,0,0,0
0,d_20160501,100,84.4,12.8,0,0,0,0,0,0,0,0
0,d_20160601,100,85.7,26.4,0,0,0,0,0,0,0,0
0.5,d_20160701,99.5,82.5,21.2,0,0,0,0,0,0,0,0
8.3,d_20160801,91.6,69.5,0,0,0,0,0,0,0,0,0
68.6,d_20160901,31.4,0,0,0,0,0,0,0,0,0,0
0,d_20161001,100,39.1,0,0,0,0,0,0,0,0,0
27,d_20161101,73,0,0,0,0,0,0,0,0,0,0
96.1,d_20161201,0,0,0,0,0,0,3.9,0.2,0,0,0
0,d_20170101,0,0,0,0,0,0,100,96.5,20.3,0.2,0
0,d_20170201,0,0,0,0,0,0,100,100,74.5,25.7,0
0,d_20170301,0,0,0,0,0,0,100,97.8,17.5,0,0
0,d_20170401,0,0,0,0,0,0,100,63,1,0,0
0,d_20170501,0,0,0,0,0,0,100,59,0.6,0,0
0,d_20170601,0,0,0,0,0,0,100,63,0.6,0,0
0,d_20170701,0,0,0,0,0,0,100,71.3,4.8,0,0
0,d_20170801,0,0,0,0,0,0,100,86.9,6.3,0,0
0,d_20170901,0,0,0,0,0,0,100,55.4,0,0,0
100,d_20171001,0,0,0,0,0,0,0,0,0,0,0
0,d_20171101,100,100,100,100,93.3,0,0,0,0,0,0
0,d_20171201,100,100,100,100,100,0,0,0,0,0,0
0,d_20180101,99.9,91.8,76.6,52.7,14.8,0,0,0,0,0,0
0,d_20180201,99.9,99.9,94.9,86.9,74,0,0,0,0,0,0
0,d_20180301,100,86.4,32.4,0.3,0,0,0,0,0,0,0
0,d_20180401,100,100,47.6,15.9,0,0,0,0,0,0,0
0,d_20180501,100,100,59.5,31.9,0,0,0,0,0,0,0
0,d_20180601,100,100,59.2,26.4,0,0,0,0,0,0,0
0,d_20180701,100,100,45.9,11.8,0,0,0,0,0,0,0
0,d_20180801,100,73.3,3.4,0,0,0,0,0,0,0,0
55.4,d_20180901,44.6,0,0,0,0,0,0,0,0,0,0
57.5,d_20181001,42.5,4.2,0,0,0,0,0,0,0,0,0
78.9,d_20181101,0,0,0,0,0,0,21.1,0,0,0,0
18.5,d_20181201,81.5,7.5,0,0,0,0,0,0,0,0,0
30.9,d_20190101,0,0,0,0,0,0,69.1,0.4,0,0,0
0,d_20190201,0,0,0,0,0,0,100,67.5,0,0,0
0,d_20190301,0,0,0,0,0,0,100,54.2,0,0,0
5.2,d_20190401,0,0,0,0,0,0,94.9,7.8,0,0,0
0,d_20190501,0,0,0,0,0,0,100,41.9,0,0,0
0,d_20190601,0,0,0,0,0,0,100,53.4,0,0,0
0,d_20190701,0,0,0,0,0,0,100,83.6,0,0,0
0,d_20190801,0,0,0,0,0,0,100,77.6,0,0,0
0,d_20190901,0,0,0,0,0,0,100,99.6,0,0,0
26.6,d_20191001,0,0,0,0,0,0,73.4,0,0,0,0
84.1,d_20191101,0,0,0,0,0,0,15.9,0.4,0,0,0
0,d_20191201,0,0,0,0,0,0,100,81.9,8.8,0.2,0
69.7,d_20200101,0,0,0,0,0,0,30.3,0.9,0,0,0
47.7,d_20200201,52.2,8.3,0,0,0,0,0,0,0,0,0
90.9,d_20200301,9,0,0,0,0,0,0.2,0,0,0,0
83.9,d_20200401,0,0,0,0,0,0,16.1,0,0,0,0
86.3,d_20200501,0,0,0,0,0,0,13.7,0,0,0,0
84.8,d_20200601,0,0,0,0,0,0,15.2,0,0,0,0
78.4,d_20200701,0,0,0,0,0,0,21.6,4.9,0,0,0
92.7,d_20200801,0,0,0,0,0,0,7.3,0.4,0,0,0
61.6,d_20200901,38.4,1.1,0,0,0,0,0,0,0,0,0
95,d_20201001,0,0,0,0,0,0,5,0,0,0,0
48.7,d_20201101,0,0,0,0,0,0,51.3,26,0,0,0
100,d_20201201,0,0,0,0,0,0,0,0,0,0,0
0,d_20210101,100,99.8,22.2,0.9,0,0,0,0,0,0,0
0,d_20210201,100,100,100,94.7,28.9,0,0,0,0,0,0
0,d_20210301,100,100,100,100,74.7,0,0,0,0,0,0
0,d_20210401,100,100,100,100,90.7,0,0,0,0,0,0
0,d_20210501,100,100,100,100,98.5,0,0,0,0,0,0
0,d_20210601,100,100,100,100,97.1,0,0,0,0,0,0
0,d_20210701,100,100,100,100,90.5,0,0,0,0,0,0
0,d_20210801,100,100,100,94.2,34,0,0,0,0,0,0
0,d_20210901,99.9,99.9,99.5,81.3,9.5,0,0,0,0,0,0
0,d_20211001,100,100,99.9,77.5,2.4,0,0,0,0,0,0
0,d_20211101,100,100,99.5,87.7,13.8,0,0,0,0,0,0
11,d_20211201,0,0,0,0,0,0,88.9,71.6,32.9,2.6,0
38.2,d_20220101,0,0,0,0,0,0,61.8,10.4,0,0,0
99.9,d_20220201,0.1,0,0,0,0,0,0,0,0,0,0
97,d_20220301,3,0,0,0,0,0,0,0,0,0,0
89.2,d_20220401,10.8,0.6,0,0,0,0,0,0,0,0,0
71,d_20220501,29,2.7,0,0,0,0,0,0,0,0,0
80.1,d_20220601,19.9,1.2,0,0,0,0,0,0,0,0,0
62.5,d_20220701,37.5,4.8,0,0,0,0,0,0,0,0,0
94.2,d_20220801,5.8,0,0,0,0,0,0,0,0,0,0
0,d_20220901,99.9,99.9,99.7,88.3,29.8,0,0,0,0,0,0
0,d_20221001,100,100,90.7,53.2,0,0,0,0,0,0,0
7.6,d_20221101,92.3,79.2,0.3,0,0,0,0,0,0,0,0
100,d_20221201,0,0,0,0,0,0,0,0,0,0,0
0,d_20230101,0,0,0,0,0,0,100,100,91.1,4.5,0
0,d_20230201,0,0,0,0,0,0,100,100,93.7,44.1,0
0,d_20230301,0,0,0,0,0,0,100,100,99.8,94.1,13.8
0,d_20230401,0,0,0,0,0,0,100,100,97.5,73.3,0.3
0,d_20230501,0,0,0,0,0,0,100,100,97.9,80.4,3
0,d_20230601,0,0,0,0,0,0,100,100,96.3,79.3,1.6
0,d_20230701,0,0,0,0,0,0,99.9,99.9,99.3,92,21.1
0,d_20230801,0,0,0,0,0,0,100,100,99,88.9,14
0,d_20230901,0,0,0,0,0,0,100,100,98.3,66.3,0
9.3,d_20231001,0,0,0,0,0,0,90.6,79.5,1.1,0,0
8.9,d_20231101,0,0,0,0,0,0,91,75.2,0,0,0
97.8,d_20231201,0.4,0,0,0,0,0,1.8,0,0,0,0
99.9,d_20240101,0,0,0,0,0,0,0.1,0,0,0,0
0,d_20240201,0,0,0,0,0,0,100,100,9.8,0,0
0,d_20240301,0,0,0,0,0,0,100,100,15.3,1.8,0
0,d_20240401,0,0,0,0,0,0,100,100,12.6,0.6,0
0,d_20240501,0,0,0,0,0,0,99.9,97.7,8.2,0.4,0
0,d_20240601,0,0,0,0,0,0,100,98.1,8.2,0.4,0
0,d_20240701,0,0,0,0,0,0,100,100,14.7,1,0
0,d_20240801,0,0,0,0,0,0,100,100,33.5,1.5,0
0,d_20240901,0,0,0,0,0,0,100,100,33.1,1.7,0
0,d_20241001,0,0,0,0,0,0,100,100,7.3,0.2,0
0,d_20241101,0,0,0,0,0,0,100,100,78.5,1.5,0
94.2,d_20241201,5.8,0,0,0,0,0,0,0,0,0,0
0,d_20250101,100,100,95.2,70.2,7.5,0,0,0,0,0,0
0,d_20250201,100,100,100,100,92.4,0,0,0,0,0,0
0,d_20250301,100,100,98.9,20.8,0.5,0,0,0,0,0,0
0,d_20250401,99.9,99.9,51.6,3.1,0,0,0,0,0,0,0
0,d_20250501,100,100,90.9,16.6,0,0,0,0,0,0,0
0,d_20250601,100,100,100,32.7,0,0,0,0,0,0,0
0,d_20250701,100,100,99.3,25.4,0,0,0,0,0,0,0
0,d_20250801,100,100,84.1,12.3,0,0,0,0,0,0,0
0,d_20250901,100,100,14.1,0,0,0,0,0,0,0,0
11.4,d_20251001,88.6,0,0,0,0,0,0,0,0,0,0
100,d_20251101,0,0,0,0,0,0,0,0,0,0,0
0,d_20251201,0,0,0,0,0,0,100,100,38.3,9,0
0,d_20260101,0,0,0,0,0,0,100,100,100,100,90.5
0,d_20260201,0,0,0,0,0,0,100,100,100,62.7,21.3
0,d_20260301,0,0,0,0,0,0,100,100,100,40.5,6.7
98.8,d_20260401,1.2,0,0,0,0,0,0,0,0,0,0
0,d_20260501,0,0,0,0,0,0,100,100,0,0,0
